Time,area,rain
2022-10-06 01:02:00,Eastern District,0 to 1
2022-10-06 01:02:00,Wan Chai,0 to 1
2022-10-06 07:02:00,Southern District,0 to 2
2022-10-07 03:02:00,Sha Tin,0 to 6
2022-10-07 03:02:00,Tai Po,0 to 5
2022-10-07 03:02:00,Sai Kung,0 to 2
2022-10-07 04:02:00,Sham Shui Po,5 to 9
2022-10-07 04:02:00,Wong Tai Sin,1 to 15
2022-10-07 04:02:00,Kwun Tong,0 to 9
2022-10-07 04:02:00,Kwai Tsing,0 to 7
2022-10-07 04:02:00,Sha Tin,0 to 7
2022-10-07 04:02:00,Tsuen Wan,0 to 6
2022-10-07 04:02:00,Yau Tsim Mong,0 to 3
2022-10-07 04:02:00,Kowloon City,0 to 13
2022-10-07 04:02:00,Sai Kung,0 to 11
2022-10-07 05:02:00,Wan Chai,8 to 12
2022-10-07 05:02:00,Yau Tsim Mong,7 to 21
2022-10-07 05:02:00,Sham Shui Po,4 to 5
2022-10-07 05:02:00,Central &amp; Western District,4 to 18
2022-10-07 05:02:00,Kowloon City,2 to 18
2022-10-07 05:02:00,Kwun Tong,1 to 4
2022-10-07 05:02:00,Eastern District,1 to 15
2022-10-07 05:02:00,Southern District,0 to 7
2022-10-07 05:02:00,Wong Tai Sin,0 to 3
2022-10-07 05:02:00,Kwai Tsing,0 to 1
2022-10-07 05:02:00,Sai Kung,0 to 1
2022-10-07 06:02:00,Southern District,2 to 16
2022-10-07 06:02:00,Central &amp; Western District,1 to 5
2022-10-07 06:02:00,Wan Chai,0 to 4
2022-10-07 06:02:00,Islands District,0 to 31
2022-10-07 06:02:00,Yau Tsim Mong,0 to 2
2022-10-07 06:02:00,Eastern District,0 to 1
2022-10-07 06:02:00,Wong Tai Sin,0 to 1
2022-10-07 07:02:00,Islands District,0 to 4
2022-10-07 07:02:00,Eastern District,0 to 2
2022-10-07 07:02:00,Southern District,0 to 2
2022-10-07 08:02:00,Southern District,0 to 1
2022-10-07 17:02:00,Yuen Long,0 to 2
2022-10-07 19:02:00,Yuen Long,0 to 3
2022-10-07 20:56:00,Yuen Long,0 to 3
2022-10-07 21:02:00,Tai Po,0 to 4
2022-10-07 22:02:00,Sham Shui Po,0 to 5
2022-10-07 22:02:00,Tsuen Wan,0 to 5
2022-10-07 22:02:00,Wong Tai Sin,0 to 5
2022-10-07 22:02:00,Kwai Tsing,0 to 4
2022-10-07 22:02:00,Sai Kung,0 to 2
2022-10-07 22:02:00,Sha Tin,0 to 17
2022-10-07 22:02:00,Tai Po,0 to 16
2022-10-07 22:02:00,Yuen Long,0 to 1
2022-10-07 23:02:00,Sham Shui Po,2 to 10
2022-10-07 23:02:00,Sai Kung,0 to 8
2022-10-07 23:02:00,Tai Po,0 to 7
2022-10-07 23:02:00,Wong Tai Sin,0 to 4
2022-10-07 23:02:00,Islands District,0 to 21
2022-10-07 23:02:00,Kwai Tsing,0 to 21
2022-10-07 23:02:00,Sha Tin,0 to 21
2022-10-07 23:02:00,Kowloon City,0 to 2
2022-10-08 00:02:00,Islands District,0 to 8
2022-10-08 00:02:00,Kwai Tsing,0 to 8
2022-10-08 00:02:00,Sha Tin,0 to 8
2022-10-08 00:02:00,Tai Po,0 to 8
2022-10-08 00:02:00,Tsuen Wan,0 to 3
2022-10-08 00:02:00,Central &amp; Western District,0 to 2
2022-10-08 00:02:00,Eastern District,0 to 1
2022-10-08 00:02:00,Sai Kung,0 to 1
2022-10-08 00:02:00,Sham Shui Po,0 to 1
2022-10-08 00:02:00,Southern District,0 to 1
2022-10-08 01:02:00,Tsuen Wan,0 to 3
2022-10-08 01:02:00,Islands District,0 to 2
2022-10-08 01:02:00,Tai Po,0 to 2
2022-10-08 01:02:00,Tuen Mun,0 to 2
2022-10-08 01:02:00,Sai Kung,0 to 1
2022-10-08 01:02:00,Sha Tin,0 to 1
2022-10-08 01:02:00,Yuen Long,0 to 1
2022-10-08 23:02:00,Wong Tai Sin,0 to 1
2022-10-09 00:02:00,Sai Kung,0 to 2
2022-10-09 00:02:00,Sha Tin,0 to 2
2022-10-09 00:02:00,Tai Po,0 to 1
2022-10-09 00:02:00,Tsuen Wan,0 to 1
2022-10-09 01:02:00,Sham Shui Po,3 to 6
2022-10-09 01:02:00,Sai Kung,0 to 7
2022-10-09 01:02:00,Wong Tai Sin,0 to 7
2022-10-09 01:02:00,Sha Tin,0 to 5
2022-10-09 01:02:00,Kowloon City,0 to 4
2022-10-09 01:02:00,Kwai Tsing,0 to 4
2022-10-09 01:02:00,Tsuen Wan,0 to 4
2022-10-09 01:02:00,Tai Po,0 to 3
2022-10-09 01:02:00,Yau Tsim Mong,0 to 3
2022-10-09 01:02:00,Islands District,0 to 1
2022-10-09 02:02:00,Sham Shui Po,2 to 5
2022-10-09 02:02:00,Kwun Tong,1 to 5
2022-10-09 02:02:00,Sai Kung,0 to 9
2022-10-09 02:02:00,Eastern District,0 to 6
2022-10-09 02:02:00,Kwai Tsing,0 to 5
2022-10-09 02:02:00,Sha Tin,0 to 3
2022-10-09 02:02:00,Yau Tsim Mong,0 to 3
2022-10-09 02:02:00,Central &amp; Western District,0 to 2
2022-10-09 02:02:00,Islands District,0 to 10
2022-10-09 02:02:00,Kowloon City,0 to 1
2022-10-09 02:02:00,Southern District,0 to 1
2022-10-09 02:02:00,Tsuen Wan,0 to 1
2022-10-09 02:02:00,Wan Chai,0 to 1
2022-10-09 03:02:00,Wan Chai,2 to 4
2022-10-09 03:02:00,Yau Tsim Mong,1 to 4
2022-10-09 03:02:00,Central &amp; Western District,1 to 3
2022-10-09 03:02:00,Eastern District,1 to 19
2022-10-09 03:02:00,Islands District,0 to 7
2022-10-09 03:02:00,Kowloon City,0 to 5
2022-10-09 03:02:00,Sha Tin,0 to 5
2022-10-09 03:02:00,Southern District,0 to 15
2022-10-09 03:02:00,Kwun Tong,0 to 1
2022-10-09 04:02:00,Central &amp; Western District,0 to 7
2022-10-09 04:02:00,Islands District,0 to 2
2022-10-09 04:02:00,Southern District,0 to 1
2022-10-15 03:02:00,Southern District,0 to 1
2022-10-17 09:02:00,North District,0 to 1
2022-10-18 08:02:00,Central &amp; Western District,0 to 1
2022-10-18 08:02:00,Islands District,0 to 1
2022-10-18 11:02:00,Islands District,0 to 1
2022-10-18 12:02:00,Islands District,0 to 1
2022-10-18 12:02:00,Tuen Mun,0 to 1
2022-10-18 13:02:00,Islands District,0 to 2
2022-10-18 13:02:00,Tai Po,0 to 2
2022-10-18 13:02:00,Southern District,0 to 1
2022-10-18 13:02:00,Tuen Mun,0 to 1
2022-10-18 13:02:00,Yuen Long,0 to 1
2022-10-18 14:02:00,Islands District,0 to 3
2022-10-18 14:02:00,Yuen Long,0 to 2
2022-10-18 14:02:00,Central &amp; Western District,0 to 1
2022-10-18 14:02:00,Kwai Tsing,0 to 1
2022-10-18 14:02:00,Southern District,0 to 1
2022-10-18 14:02:00,Tuen Mun,0 to 1
2022-10-18 14:02:00,Wan Chai,0 to 1
2022-10-18 15:46:00,Southern District,4 to 8
2022-10-18 15:46:00,Wan Chai,4 to 6
2022-10-18 15:46:00,Eastern District,3 to 7
2022-10-18 15:46:00,Central &amp; Western District,2 to 5
2022-10-18 15:46:00,Kwun Tong,2 to 5
2022-10-18 15:46:00,Sham Shui Po,2 to 3
2022-10-18 15:46:00,Islands District,1 to 8
2022-10-18 15:46:00,Yau Tsim Mong,1 to 4
2022-10-18 15:46:00,Kowloon City,1 to 3
2022-10-18 15:46:00,Kwai Tsing,1 to 2
2022-10-18 15:46:00,Sai Kung,0 to 5
2022-10-18 15:46:00,Tsuen Wan,0 to 2
2022-10-18 15:46:00,Tuen Mun,0 to 2
2022-10-18 15:46:00,Sha Tin,0 to 1
2022-10-18 15:46:00,Tai Po,0 to 1
2022-10-18 15:46:00,Wong Tai Sin,0 to 1
2022-10-18 16:02:00,Wan Chai,5 to 7
2022-10-18 16:02:00,Kwun Tong,4 to 7
2022-10-18 16:02:00,Sham Shui Po,4
2022-10-18 16:02:00,Eastern District,3 to 6
2022-10-18 16:02:00,Yau Tsim Mong,3 to 6
2022-10-18 16:02:00,Central &amp; Western District,3 to 5
2022-10-18 16:02:00,Kowloon City,3 to 5
2022-10-18 16:02:00,Wong Tai Sin,3 to 5
2022-10-18 16:02:00,Kwai Tsing,3 to 4
2022-10-18 16:02:00,Sai Kung,2 to 5
2022-10-18 16:02:00,Southern District,2 to 5
2022-10-18 16:02:00,Sha Tin,2 to 4
2022-10-18 16:02:00,Islands District,1 to 5
2022-10-18 16:02:00,Tuen Mun,1 to 3
2022-10-18 16:02:00,Tai Po,0 to 3
2022-10-18 16:02:00,Tsuen Wan,0 to 3
2022-10-18 16:02:00,Yuen Long,0 to 3
2022-10-18 16:02:00,North District,0 to 2
2022-10-18 17:02:00,Wan Chai,5 to 6
2022-10-18 17:02:00,Kwun Tong,4 to 6
2022-10-18 17:02:00,Wong Tai Sin,3 to 5
2022-10-18 17:02:00,Central &amp; Western District,2 to 5
2022-10-18 17:02:00,Tai Po,2 to 5
2022-10-18 17:02:00,Yuen Long,2 to 5
2022-10-18 17:02:00,Eastern District,2 to 4
2022-10-18 17:02:00,Kwai Tsing,2 to 4
2022-10-18 17:02:00,Sai Kung,2 to 4
2022-10-18 17:02:00,Sha Tin,2 to 4
2022-10-18 17:02:00,Sham Shui Po,2 to 4
2022-10-18 17:02:00,Kowloon City,2 to 3
2022-10-18 17:02:00,Yau Tsim Mong,2 to 3
2022-10-18 17:02:00,North District,1 to 4
2022-10-18 17:02:00,Southern District,1 to 4
2022-10-18 17:02:00,Tuen Mun,1 to 3
2022-10-18 17:02:00,Tsuen Wan,0 to 5
2022-10-18 17:02:00,Islands District,0 to 2
2022-10-18 18:02:00,Wan Chai,5 to 6
2022-10-18 18:02:00,Kwun Tong,4 to 6
2022-10-18 18:02:00,Sai Kung,3 to 6
2022-10-18 18:02:00,Southern District,3 to 5
2022-10-18 18:02:00,Wong Tai Sin,3 to 5
2022-10-18 18:02:00,Central &amp; Western District,2 to 7
2022-10-18 18:02:00,Sha Tin,2 to 5
2022-10-18 18:02:00,Eastern District,2 to 3
2022-10-18 18:02:00,Kowloon City,2 to 3
2022-10-18 18:02:00,North District,1 to 6
2022-10-18 18:02:00,Yuen Long,1 to 4
2022-10-18 18:02:00,Kwai Tsing,1 to 2
2022-10-18 18:02:00,Sham Shui Po,1 to 2
2022-10-18 18:02:00,Yau Tsim Mong,1 to 2
2022-10-18 18:02:00,Islands District,0 to 8
2022-10-18 18:02:00,Tai Po,0 to 4
2022-10-18 18:02:00,Tuen Mun,0 to 3
2022-10-18 18:02:00,Tsuen Wan,0 to 2
2022-10-18 19:02:00,Tuen Mun,2 to 6
2022-10-18 19:02:00,Kwai Tsing,1 to 4
2022-10-18 19:02:00,North District,1 to 4
2022-10-18 19:02:00,Sha Tin,1 to 4
2022-10-18 19:02:00,Yuen Long,1 to 3
2022-10-18 19:02:00,Central &amp; Western District,1 to 2
2022-10-18 19:02:00,Kowloon City,1 to 2
2022-10-18 19:02:00,Kwun Tong,1 to 2
2022-10-18 19:02:00,Sham Shui Po,1 to 2
2022-10-18 19:02:00,Wan Chai,1 to 2
2022-10-18 19:02:00,Wong Tai Sin,1 to 2
2022-10-18 19:02:00,Tai Po,0 to 5
2022-10-18 19:02:00,Tsuen Wan,0 to 5
2022-10-18 19:02:00,Islands District,0 to 4
2022-10-18 19:02:00,Sai Kung,0 to 2
2022-10-18 19:02:00,Eastern District,0 to 1
2022-10-18 19:02:00,Southern District,0 to 1
2022-10-18 19:02:00,Yau Tsim Mong,0 to 1
2022-10-18 20:02:00,Southern District,2 to 4
2022-10-18 20:02:00,Wan Chai,2 to 3
2022-10-18 20:02:00,Eastern District,1 to 4
2022-10-18 20:02:00,Islands District,1 to 4
2022-10-18 20:02:00,Kwun Tong,1 to 4
2022-10-18 20:02:00,Central &amp; Western District,1 to 3
2022-10-18 20:02:00,Sai Kung,1 to 3
2022-10-18 20:02:00,Kowloon City,0 to 2
2022-10-18 20:02:00,Tai Po,0 to 2
2022-10-18 20:02:00,Tuen Mun,0 to 2
2022-10-18 20:02:00,North District,0 to 1
2022-10-18 20:02:00,Tsuen Wan,0 to 1
2022-10-18 20:02:00,Wong Tai Sin,0 to 1
2022-10-18 20:02:00,Yau Tsim Mong,0 to 1
2022-10-18 21:02:00,Central &amp; Western District,2 to 4
2022-10-18 21:02:00,Kwai Tsing,2 to 4
2022-10-18 21:02:00,Kwun Tong,2 to 3
2022-10-18 21:02:00,Sham Shui Po,2 to 3
2022-10-18 21:02:00,Wan Chai,2 to 3
2022-10-18 21:02:00,Tuen Mun,1 to 5
2022-10-18 21:02:00,Sha Tin,1 to 3
2022-10-18 21:02:00,Wong Tai Sin,1 to 3
2022-10-18 21:02:00,Kowloon City,1 to 2
2022-10-18 21:02:00,Yau Tsim Mong,1 to 2
2022-10-18 21:02:00,Islands District,0 to 8
2022-10-18 21:02:00,Yuen Long,0 to 4
2022-10-18 21:02:00,Southern District,0 to 3
2022-10-18 21:02:00,Tai Po,0 to 3
2022-10-18 21:02:00,Tsuen Wan,0 to 3
2022-10-18 21:02:00,Sai Kung,0 to 2
2022-10-18 21:02:00,Eastern District,0 to 1
2022-10-18 21:02:00,North District,0 to 1
2022-10-18 22:02:00,Tuen Mun,1 to 3
2022-10-18 22:02:00,Islands District,0 to 6
2022-10-18 22:02:00,Yuen Long,0 to 2
2022-10-18 22:02:00,Central &amp; Western District,0 to 1
2022-10-18 22:02:00,Eastern District,0 to 1
2022-10-18 22:02:00,Kowloon City,0 to 1
2022-10-18 22:02:00,Kwai Tsing,0 to 1
2022-10-18 22:02:00,Sham Shui Po,0 to 1
2022-10-18 22:02:00,Southern District,0 to 1
2022-10-18 22:02:00,Tsuen Wan,0 to 1
2022-10-18 22:02:00,Yau Tsim Mong,0 to 1
2022-10-18 23:02:00,Sham Shui Po,1
2022-10-18 23:02:00,Tuen Mun,0 to 4
2022-10-18 23:02:00,Yuen Long,0 to 3
2022-10-18 23:02:00,North District,0 to 2
2022-10-18 23:02:00,Tai Po,0 to 2
2022-10-18 23:02:00,Tsuen Wan,0 to 2
2022-10-18 23:02:00,Islands District,0 to 1
2022-10-18 23:02:00,Kwai Tsing,0 to 1
2022-10-18 23:02:00,Sha Tin,0 to 1
2022-10-18 23:02:00,Wong Tai Sin,0 to 1
2022-10-19 00:02:00,Islands District,0 to 1
2022-11-01 13:02:00,Southern District,0 to 1
2022-11-01 14:02:00,Central &amp; Western District,0 to 1
2022-11-01 14:02:00,Kwun Tong,0 to 1
2022-11-01 14:02:00,Sai Kung,0 to 1
2022-11-01 14:02:00,Southern District,0 to 1
2022-11-01 15:02:00,Kwun Tong,2 to 4
2022-11-01 15:02:00,Eastern District,1 to 3
2022-11-01 15:02:00,Sha Tin,1 to 2
2022-11-01 15:02:00,Sham Shui Po,1 to 2
2022-11-01 15:02:00,Wan Chai,1 to 2
2022-11-01 15:02:00,Kowloon City,1
2022-11-01 15:02:00,Southern District,0 to 4
2022-11-01 15:02:00,Central &amp; Western District,0 to 3
2022-11-01 15:02:00,Sai Kung,0 to 3
2022-11-01 15:02:00,Tsuen Wan,0 to 2
2022-11-01 15:02:00,Wong Tai Sin,0 to 2
2022-11-01 15:02:00,Yuen Long,0 to 2
2022-11-01 15:02:00,Islands District,0 to 1
2022-11-01 15:02:00,Kwai Tsing,0 to 1
2022-11-01 15:02:00,North District,0 to 1
2022-11-01 15:02:00,Tai Po,0 to 1
2022-11-01 15:02:00,Yau Tsim Mong,0 to 1
2022-11-01 16:02:00,Kwun Tong,2 to 5
2022-11-01 16:02:00,Wong Tai Sin,2 to 4
2022-11-01 16:02:00,Kowloon City,2
2022-11-01 16:02:00,Yau Tsim Mong,2
2022-11-01 16:02:00,Sha Tin,1 to 3
2022-11-01 16:02:00,Sham Shui Po,1 to 2
2022-11-01 16:02:00,Tai Po,0 to 4
2022-11-01 16:02:00,Sai Kung,0 to 3
2022-11-01 16:02:00,Central &amp; Western District,0 to 2
2022-11-01 16:02:00,North District,0 to 2
2022-11-01 16:02:00,Eastern District,0 to 1
2022-11-01 16:02:00,Islands District,0 to 1
2022-11-01 16:02:00,Southern District,0 to 1
2022-11-01 16:02:00,Tsuen Wan,0 to 1
2022-11-01 16:02:00,Wan Chai,0 to 1
2022-11-01 17:02:00,Central &amp; Western District,2 to 4
2022-11-01 17:02:00,Sha Tin,1 to 4
2022-11-01 17:02:00,Wong Tai Sin,1 to 3
2022-11-01 17:02:00,Kowloon City,1 to 2
2022-11-01 17:02:00,Sham Shui Po,1 to 2
2022-11-01 17:02:00,Yau Tsim Mong,1
2022-11-01 17:02:00,North District,0 to 6
2022-11-01 17:02:00,Tai Po,0 to 6
2022-11-01 17:02:00,Islands District,0 to 3
2022-11-01 17:02:00,Southern District,0 to 3
2022-11-01 17:02:00,Tsuen Wan,0 to 3
2022-11-01 17:02:00,Kwun Tong,0 to 2
2022-11-01 17:02:00,Wan Chai,0 to 2
2022-11-01 17:02:00,Yuen Long,0 to 2
2022-11-01 17:02:00,Kwai Tsing,0 to 1
2022-11-01 17:02:00,Sai Kung,0 to 1
2022-11-01 18:02:00,Yuen Long,0 to 8
2022-11-01 18:02:00,North District,0 to 7
2022-11-01 18:02:00,Tai Po,0 to 6
2022-11-01 18:02:00,Islands District,0 to 5
2022-11-01 18:02:00,Tsuen Wan,0 to 4
2022-11-01 18:02:00,Sai Kung,0 to 1
2022-11-01 18:02:00,Tuen Mun,0 to 1
2022-11-01 19:02:00,Islands District,0 to 6
2022-11-01 19:02:00,North District,0 to 3
2022-11-01 19:02:00,Yuen Long,0 to 3
2022-11-01 19:02:00,Tuen Mun,0 to 2
2022-11-01 19:02:00,Kwai Tsing,0 to 1
2022-11-01 19:02:00,Tai Po,0 to 1
2022-11-01 19:02:00,Tsuen Wan,0 to 1
2022-11-01 20:02:00,Islands District,0 to 1
2022-11-01 20:02:00,North District,0 to 1
2022-11-01 20:02:00,Tuen Mun,0 to 1
2022-11-01 20:02:00,Yuen Long,0 to 1
2022-11-02 00:02:00,Islands District,0 to 1
2022-11-02 01:02:00,Islands District,0 to 1
2022-11-02 01:02:00,Sai Kung,0 to 1
2022-11-02 01:02:00,Tai Po,0 to 1
2022-11-02 02:02:00,Eastern District,0 to 1
2022-11-02 02:02:00,Kwun Tong,0 to 1
2022-11-02 02:02:00,Sai Kung,0 to 1
2022-11-02 02:02:00,Southern District,0 to 1
2022-11-02 02:02:00,Tai Po,0 to 1
2022-11-02 03:02:00,Sai Kung,0 to 2
2022-11-02 03:02:00,Eastern District,0 to 1
2022-11-02 03:02:00,Kwun Tong,0 to 1
2022-11-02 03:02:00,Southern District,0 to 1
2022-11-02 03:02:00,Tai Po,0 to 1
2022-11-02 04:02:00,Kwun Tong,2
2022-11-02 04:02:00,Eastern District,1 to 2
2022-11-02 04:02:00,Southern District,1 to 2
2022-11-02 04:02:00,Kowloon City,1
2022-11-02 04:02:00,Wan Chai,1
2022-11-02 04:02:00,Sai Kung,0 to 2
2022-11-02 04:02:00,Tai Po,0 to 2
2022-11-02 04:02:00,Central &amp; Western District,0 to 1
2022-11-02 04:02:00,Islands District,0 to 1
2022-11-02 04:02:00,Sha Tin,0 to 1
2022-11-02 04:02:00,Sham Shui Po,0 to 1
2022-11-02 04:02:00,Wong Tai Sin,0 to 1
2022-11-02 04:02:00,Yau Tsim Mong,0 to 1
2022-11-02 05:02:00,Kwun Tong,1
2022-11-02 05:02:00,Wan Chai,1
2022-11-02 05:02:00,Tai Po,0 to 2
2022-11-02 05:02:00,Central &amp; Western District,0 to 1
2022-11-02 05:02:00,Eastern District,0 to 1
2022-11-02 05:02:00,Islands District,0 to 1
2022-11-02 05:02:00,Kowloon City,0 to 1
2022-11-02 05:02:00,Sai Kung,0 to 1
2022-11-02 05:02:00,Sha Tin,0 to 1
2022-11-02 05:02:00,Southern District,0 to 1
2022-11-02 05:02:00,Wong Tai Sin,0 to 1
2022-11-02 05:02:00,Yau Tsim Mong,0 to 1
2022-11-02 05:02:00,Yuen Long,0 to 1
2022-11-02 06:02:00,Kwun Tong,1
2022-11-02 06:02:00,Southern District,0 to 2
2022-11-02 06:02:00,Central &amp; Western District,0 to 1
2022-11-02 06:02:00,Eastern District,0 to 1
2022-11-02 06:02:00,Islands District,0 to 1
2022-11-02 06:02:00,Kowloon City,0 to 1
2022-11-02 06:02:00,North District,0 to 1
2022-11-02 06:02:00,Sai Kung,0 to 1
2022-11-02 06:02:00,Sha Tin,0 to 1
2022-11-02 06:02:00,Tai Po,0 to 1
2022-11-02 06:02:00,Wan Chai,0 to 1
2022-11-02 06:02:00,Wong Tai Sin,0 to 1
2022-11-02 07:02:00,Tai Po,1 to 3
2022-11-02 07:02:00,Central &amp; Western District,1
2022-11-02 07:02:00,Kwai Tsing,1
2022-11-02 07:02:00,Sha Tin,1
2022-11-02 07:02:00,Tuen Mun,0 to 2
2022-11-02 07:02:00,Yuen Long,0 to 2
2022-11-02 07:02:00,Eastern District,0 to 1
2022-11-02 07:02:00,Islands District,0 to 1
2022-11-02 07:02:00,Kowloon City,0 to 1
2022-11-02 07:02:00,Kwun Tong,0 to 1
2022-11-02 07:02:00,North District,0 to 1
2022-11-02 07:02:00,Sai Kung,0 to 1
2022-11-02 07:02:00,Sham Shui Po,0 to 1
2022-11-02 07:02:00,Southern District,0 to 1
2022-11-02 07:02:00,Tsuen Wan,0 to 1
2022-11-02 07:02:00,Wan Chai,0 to 1
2022-11-02 07:02:00,Wong Tai Sin,0 to 1
2022-11-02 07:02:00,Yau Tsim Mong,0 to 1
2022-11-02 08:02:00,Tai Po,0 to 2
2022-11-02 08:02:00,Islands District,0 to 1
2022-11-02 08:02:00,Kowloon City,0 to 1
2022-11-02 08:02:00,Kwun Tong,0 to 1
2022-11-02 08:02:00,North District,0 to 1
2022-11-02 08:02:00,Sai Kung,0 to 1
2022-11-02 08:02:00,Sha Tin,0 to 1
2022-11-02 08:02:00,Sham Shui Po,0 to 1
2022-11-02 08:02:00,Tsuen Wan,0 to 1
2022-11-02 08:02:00,Tuen Mun,0 to 1
2022-11-02 08:02:00,Wong Tai Sin,0 to 1
2022-11-02 08:02:00,Yuen Long,0 to 1
2022-11-02 09:02:00,Islands District,0 to 1
2022-11-02 09:02:00,North District,0 to 1
2022-11-02 09:02:00,Sha Tin,0 to 1
2022-11-02 09:02:00,Tai Po,0 to 1
2022-11-02 09:02:00,Tsuen Wan,0 to 1
2022-11-02 09:02:00,Tuen Mun,0 to 1
2022-11-02 09:02:00,Wong Tai Sin,0 to 1
2022-11-02 09:02:00,Yuen Long,0 to 1
2022-11-02 10:02:00,Islands District,0 to 2
2022-11-02 10:02:00,North District,0 to 1
2022-11-02 10:02:00,Tai Po,0 to 1
2022-11-02 10:02:00,Tsuen Wan,0 to 1
2022-11-02 10:02:00,Tuen Mun,0 to 1
2022-11-02 10:02:00,Yuen Long,0 to 1
2022-11-02 11:41:00,Islands District,0 to 1
2022-11-02 11:41:00,North District,0 to 1
2022-11-02 11:41:00,Tsuen Wan,0 to 1
2022-11-02 11:41:00,Yuen Long,0 to 1
2022-11-02 12:04:00,Islands District,0 to 3
2022-11-02 12:04:00,Tsuen Wan,0 to 3
2022-11-02 12:04:00,Yuen Long,0 to 2
2022-11-02 12:04:00,Central &amp; Western District,0 to 1
2022-11-02 12:04:00,Kowloon City,0 to 1
2022-11-02 12:04:00,Kwai Tsing,0 to 1
2022-11-02 12:04:00,North District,0 to 1
2022-11-02 12:04:00,Sai Kung,0 to 1
